base,ilvl,rarity,sockets,mods,addedMods,removedMods
Precursor Tablet,80,Rare,0,"[{'name':'Treasurer\'s','tier':1,'roll':[3],'ref':['Your Maps contain an additional Rare Chest'],'type':'explicit'}]","[{'name':'Treasurer\'s','tier':1,'roll':[3],'ref':['Your Maps contain an additional Rare Chest'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[10],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of the Summoning','tier':1,'roll':[49],'ref':['Area has #% increased chance to contain a Summoning Circle'],'type':'explicit'}]","[{'name':'of the Summoning','tier':1,'roll':[49],'ref':['Area has #% increased chance to contain a Summoning Circle'],'type':'explicit'}]","[{'name':'Treasurer\'s','tier':1,'roll':[3],'ref':['Your Maps contain an additional Rare Chest'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Teeming','tier':1,'roll':[52],'ref':['#% increased Magic Monsters'],'type':'explicit'}]","[{'name':'Teeming','tier':1,'roll':[52],'ref':['#% increased Magic Monsters'],'type':'explicit'}]","[{'name':'of the Summoning','tier':1,'roll':[49],'ref':['Area has #% increased chance to contain a Summoning Circle'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Elevated','tier':1,'roll':[14],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[14],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Teeming','tier':1,'roll':[52],'ref':['#% increased Magic Monsters'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Brimming','tier':1,'roll':[39],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]","[{'name':'Brimming','tier':1,'roll':[39],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[14],'ref':['#% increased Experience gain'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Brimming','tier':1,'roll':[26],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]","[{'name':'Brimming','tier':1,'roll':[26],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]","[{'name':'Brimming','tier':1,'roll':[39],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Challenger\'s','tier':1,'roll':[11],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[11],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Brimming','tier':1,'roll':[26],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Treasurer\'s','tier':1,'roll':[3],'ref':['Your Maps contain an additional Rare Chest'],'type':'explicit'}]","[{'name':'Treasurer\'s','tier':1,'roll':[3],'ref':['Your Maps contain an additional Rare Chest'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[11],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Bountiful','tier':1,'roll':[33],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[33],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Treasurer\'s','tier':1,'roll':[3],'ref':['Your Maps contain an additional Rare Chest'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of Shrines','tier':1,'roll':[97],'ref':['Your Maps have #% increased chance to contain Shrines'],'type':'explicit'}]","[{'name':'of Shrines','tier':1,'roll':[97],'ref':['Your Maps have #% increased chance to contain Shrines'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[33],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Bountiful','tier':1,'roll':[31],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[31],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'of Shrines','tier':1,'roll':[97],'ref':['Your Maps have #% increased chance to contain Shrines'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of Shrines','tier':1,'roll':[74],'ref':['Your Maps have #% increased chance to contain Shrines'],'type':'explicit'}]","[{'name':'of Shrines','tier':1,'roll':[74],'ref':['Your Maps have #% increased chance to contain Shrines'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[31],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Treasurer\'s','tier':1,'roll':[2],'ref':['Your Maps contain an additional Rare Chest'],'type':'explicit'}]","[{'name':'Treasurer\'s','tier':1,'roll':[2],'ref':['Your Maps contain an additional Rare Chest'],'type':'explicit'}]","[{'name':'of Shrines','tier':1,'roll':[74],'ref':['Your Maps have #% increased chance to contain Shrines'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Elevated','tier':1,'roll':[12],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[12],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Treasurer\'s','tier':1,'roll':[2],'ref':['Your Maps contain an additional Rare Chest'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Collector\'s','tier':1,'roll':[23],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]","[{'name':'Collector\'s','tier':1,'roll':[23],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[12],'ref':['#% increased Experience gain'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Crystallised','tier':1,'roll':[1],'ref':['Your Maps contain an additional Essence'],'type':'explicit'}]","[{'name':'Crystallised','tier':1,'roll':[1],'ref':['Your Maps contain an additional Essence'],'type':'explicit'}]","[{'name':'Collector\'s','tier':1,'roll':[23],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of Strongboxes','tier':1,'roll':[79],'ref':['Your Maps have #% increased chance to contain Strongboxes'],'type':'explicit'}]","[{'name':'of Strongboxes','tier':1,'roll':[79],'ref':['Your Maps have #% increased chance to contain Strongboxes'],'type':'explicit'}]","[{'name':'Crystallised','tier':1,'roll':[1],'ref':['Your Maps contain an additional Essence'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Bountiful','tier':1,'roll':[40],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[40],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'of Strongboxes','tier':1,'roll':[79],'ref':['Your Maps have #% increased chance to contain Strongboxes'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Elevated','tier':1,'roll':[18],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[18],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[40],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Challenger\'s','tier':1,'roll':[11],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[11],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[18],'ref':['#% increased Experience gain'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of the Summoning','tier':1,'roll':[42],'ref':['Area has #% increased chance to contain a Summoning Circle'],'type':'explicit'}]","[{'name':'of the Summoning','tier':1,'roll':[42],'ref':['Area has #% increased chance to contain a Summoning Circle'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[11],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Collector\'s','tier':1,'roll':[23],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]","[{'name':'Collector\'s','tier':1,'roll':[23],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]","[{'name':'of the Summoning','tier':1,'roll':[42],'ref':['Area has #% increased chance to contain a Summoning Circle'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of the Cartographer','tier':1,'roll':[50],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[50],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'Collector\'s','tier':1,'roll':[23],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Challenger\'s','tier':1,'roll':[9],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[9],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[50],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Teeming','tier':1,'roll':[51],'ref':['#% increased Magic Monsters'],'type':'explicit'}]","[{'name':'Teeming','tier':1,'roll':[51],'ref':['#% increased Magic Monsters'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[9],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Bountiful','tier':1,'roll':[28],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[28],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Teeming','tier':1,'roll':[51],'ref':['#% increased Magic Monsters'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Teeming','tier':1,'roll':[53],'ref':['#% increased Magic Monsters'],'type':'explicit'}]","[{'name':'Teeming','tier':1,'roll':[53],'ref':['#% increased Magic Monsters'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[28],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of the Summoning','tier':1,'roll':[35],'ref':['Area has #% increased chance to contain a Summoning Circle'],'type':'explicit'}]","[{'name':'of the Summoning','tier':1,'roll':[35],'ref':['Area has #% increased chance to contain a Summoning Circle'],'type':'explicit'}]","[{'name':'Teeming','tier':1,'roll':[53],'ref':['#% increased Magic Monsters'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Treasurer\'s','tier':1,'roll':[3],'ref':['Your Maps contain an additional Rare Chest'],'type':'explicit'}]","[{'name':'Treasurer\'s','tier':1,'roll':[3],'ref':['Your Maps contain an additional Rare Chest'],'type':'explicit'}]","[{'name':'of the Summoning','tier':1,'roll':[35],'ref':['Area has #% increased chance to contain a Summoning Circle'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of Strongboxes','tier':1,'roll':[100],'ref':['Your Maps have #% increased chance to contain Strongboxes'],'type':'explicit'}]","[{'name':'of Strongboxes','tier':1,'roll':[100],'ref':['Your Maps have #% increased chance to contain Strongboxes'],'type':'explicit'}]","[{'name':'Treasurer\'s','tier':1,'roll':[3],'ref':['Your Maps contain an additional Rare Chest'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of the Cartographer','tier':1,'roll':[31],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[31],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'of Strongboxes','tier':1,'roll':[100],'ref':['Your Maps have #% increased chance to contain Strongboxes'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Challenger\'s','tier':1,'roll':[9],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[9],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[31],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of Shrines','tier':1,'roll':[80],'ref':['Your Maps have #% increased chance to contain Shrines'],'type':'explicit'}]","[{'name':'of Shrines','tier':1,'roll':[80],'ref':['Your Maps have #% increased chance to contain Shrines'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[9],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of the Cartographer','tier':1,'roll':[31],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[31],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'of Shrines','tier':1,'roll':[80],'ref':['Your Maps have #% increased chance to contain Shrines'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Elevated','tier':1,'roll':[11],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[11],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[31],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of Undertaking','tier':1,'roll':[1],'ref':['Your Maps have # additional random Modifier'],'type':'explicit'}]","[{'name':'of Undertaking','tier':1,'roll':[1],'ref':['Your Maps have # additional random Modifier'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[11],'ref':['#% increased Experience gain'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Brimming','tier':1,'roll':[35],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]","[{'name':'Brimming','tier':1,'roll':[35],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]","[{'name':'of Undertaking','tier':1,'roll':[1],'ref':['Your Maps have # additional random Modifier'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Brimming','tier':1,'roll':[38],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]","[{'name':'Brimming','tier':1,'roll':[38],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]","[{'name':'Brimming','tier':1,'roll':[35],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Brimming','tier':1,'roll':[29],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]","[{'name':'Brimming','tier':1,'roll':[29],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]","[{'name':'Brimming','tier':1,'roll':[38],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Bountiful','tier':1,'roll':[28],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[28],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Brimming','tier':1,'roll':[29],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Teeming','tier':1,'roll':[67],'ref':['#% increased Magic Monsters'],'type':'explicit'}]","[{'name':'Teeming','tier':1,'roll':[67],'ref':['#% increased Magic Monsters'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[28],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Teeming','tier':1,'roll':[54],'ref':['#% increased Magic Monsters'],'type':'explicit'}]","[{'name':'Teeming','tier':1,'roll':[54],'ref':['#% increased Magic Monsters'],'type':'explicit'}]","[{'name':'Teeming','tier':1,'roll':[67],'ref':['#% increased Magic Monsters'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of Spirits','tier':1,'roll':[76],'ref':['Your Maps have #% increased chance to contain Azmeri Spirits'],'type':'explicit'}]","[{'name':'of Spirits','tier':1,'roll':[76],'ref':['Your Maps have #% increased chance to contain Azmeri Spirits'],'type':'explicit'}]","[{'name':'Teeming','tier':1,'roll':[54],'ref':['#% increased Magic Monsters'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Bountiful','tier':1,'roll':[40],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[40],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'of Spirits','tier':1,'roll':[76],'ref':['Your Maps have #% increased chance to contain Azmeri Spirits'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Elevated','tier':1,'roll':[17],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[17],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[40],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Teeming','tier':1,'roll':[61],'ref':['#% increased Magic Monsters'],'type':'explicit'}]","[{'name':'Teeming','tier':1,'roll':[61],'ref':['#% increased Magic Monsters'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[17],'ref':['#% increased Experience gain'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of Spirits','tier':1,'roll':[87],'ref':['Your Maps have #% increased chance to contain Azmeri Spirits'],'type':'explicit'}]","[{'name':'of Spirits','tier':1,'roll':[87],'ref':['Your Maps have #% increased chance to contain Azmeri Spirits'],'type':'explicit'}]","[{'name':'Teeming','tier':1,'roll':[61],'ref':['#% increased Magic Monsters'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Brimming','tier':1,'roll':[32],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]","[{'name':'Brimming','tier':1,'roll':[32],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]","[{'name':'of Spirits','tier':1,'roll':[87],'ref':['Your Maps have #% increased chance to contain Azmeri Spirits'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Collector\'s','tier':1,'roll':[26],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]","[{'name':'Collector\'s','tier':1,'roll':[26],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]","[{'name':'Brimming','tier':1,'roll':[32],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Collector\'s','tier':1,'roll':[28],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]","[{'name':'Collector\'s','tier':1,'roll':[28],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]","[{'name':'Collector\'s','tier':1,'roll':[26],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of the Cartographer','tier':1,'roll':[40],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[40],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'Collector\'s','tier':1,'roll':[28],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Brimming','tier':1,'roll':[38],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]","[{'name':'Brimming','tier':1,'roll':[38],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[40],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Crystallised','tier':1,'roll':[1],'ref':['Your Maps contain an additional Essence'],'type':'explicit'}]","[{'name':'Crystallised','tier':1,'roll':[1],'ref':['Your Maps contain an additional Essence'],'type':'explicit'}]","[{'name':'Brimming','tier':1,'roll':[38],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Collector\'s','tier':1,'roll':[26],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]","[{'name':'Collector\'s','tier':1,'roll':[26],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]","[{'name':'Crystallised','tier':1,'roll':[1],'ref':['Your Maps contain an additional Essence'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Challenger\'s','tier':1,'roll':[11],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[11],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Collector\'s','tier':1,'roll':[26],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Teeming','tier':1,'roll':[68],'ref':['#% increased Magic Monsters'],'type':'explicit'}]","[{'name':'Teeming','tier':1,'roll':[68],'ref':['#% increased Magic Monsters'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[11],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Brimming','tier':1,'roll':[28],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]","[{'name':'Brimming','tier':1,'roll':[28],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]","[{'name':'Teeming','tier':1,'roll':[68],'ref':['#% increased Magic Monsters'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Breeding','tier':1,'roll':[6],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]","[{'name':'Breeding','tier':1,'roll':[6],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]","[{'name':'Brimming','tier':1,'roll':[28],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Breeding','tier':1,'roll':[8],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]","[{'name':'Breeding','tier':1,'roll':[8],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]","[{'name':'Breeding','tier':1,'roll':[6],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Collector\'s','tier':1,'roll':[30],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]","[{'name':'Collector\'s','tier':1,'roll':[30],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]","[{'name':'Breeding','tier':1,'roll':[8],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of the Devoted','tier':1,'roll':[1],'ref':['Your Maps contain an additional Shrine'],'type':'explicit'}]","[{'name':'of the Devoted','tier':1,'roll':[1],'ref':['Your Maps contain an additional Shrine'],'type':'explicit'}]","[{'name':'Collector\'s','tier':1,'roll':[30],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Challenger\'s','tier':1,'roll':[10],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[10],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'of the Devoted','tier':1,'roll':[1],'ref':['Your Maps contain an additional Shrine'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Teeming','tier':1,'roll':[56],'ref':['#% increased Magic Monsters'],'type':'explicit'}]","[{'name':'Teeming','tier':1,'roll':[56],'ref':['#% increased Magic Monsters'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[10],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Breeding','tier':1,'roll':[6],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]","[{'name':'Breeding','tier':1,'roll':[6],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]","[{'name':'Teeming','tier':1,'roll':[56],'ref':['#% increased Magic Monsters'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Bountiful','tier':1,'roll':[39],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[39],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Breeding','tier':1,'roll':[6],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Bountiful','tier':1,'roll':[35],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[35],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[39],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of Strongboxes','tier':1,'roll':[86],'ref':['Your Maps have #% increased chance to contain Strongboxes'],'type':'explicit'}]","[{'name':'of Strongboxes','tier':1,'roll':[86],'ref':['Your Maps have #% increased chance to contain Strongboxes'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[35],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Breeding','tier':1,'roll':[9],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]","[{'name':'Breeding','tier':1,'roll':[9],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]","[{'name':'of Strongboxes','tier':1,'roll':[86],'ref':['Your Maps have #% increased chance to contain Strongboxes'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Treasurer\'s','tier':1,'roll':[3],'ref':['Your Maps contain an additional Rare Chest'],'type':'explicit'}]","[{'name':'Treasurer\'s','tier':1,'roll':[3],'ref':['Your Maps contain an additional Rare Chest'],'type':'explicit'}]","[{'name':'Breeding','tier':1,'roll':[9],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Collector\'s','tier':1,'roll':[18],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]","[{'name':'Collector\'s','tier':1,'roll':[18],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]","[{'name':'Treasurer\'s','tier':1,'roll':[3],'ref':['Your Maps contain an additional Rare Chest'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of Contest','tier':1,'roll':[1],'ref':['Unique Monsters in your Maps have # additional Rare Modifier'],'type':'explicit'}]","[{'name':'of Contest','tier':1,'roll':[1],'ref':['Unique Monsters in your Maps have # additional Rare Modifier'],'type':'explicit'}]","[{'name':'Collector\'s','tier':1,'roll':[18],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Brimming','tier':1,'roll':[32],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]","[{'name':'Brimming','tier':1,'roll':[32],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]","[{'name':'of Contest','tier':1,'roll':[1],'ref':['Unique Monsters in your Maps have # additional Rare Modifier'],'type':'explicit'}]"
